,Microbe_0,Microbe_1,Microbe_2,Microbe_3,Microbe_4,Microbe_5,Microbe_6,Microbe_7,Microbe_8,Microbe_9,Microbe_10,Microbe_11,Microbe_12,Microbe_13,Microbe_14,Microbe_15,Microbe_16,Microbe_17,Microbe_18,Microbe_19,Microbe_20,Microbe_21,Microbe_22,Microbe_23,Microbe_24,Microbe_25,Microbe_26,Microbe_27,Microbe_28,Microbe_29,Microbe_30,Microbe_31,Microbe_32,Microbe_33,Microbe_34,Microbe_35,Microbe_36,Microbe_37,Microbe_38,Microbe_39,Microbe_40,Microbe_41,Microbe_42,Microbe_43,Microbe_44,Microbe_45,Microbe_46,Microbe_47,Microbe_48,Microbe_49,Microbe_50,Microbe_51,Microbe_52,Microbe_53,Microbe_54,Microbe_55,Microbe_56,Microbe_57,Microbe_58,Microbe_59,Microbe_60,Microbe_61,Microbe_62,Microbe_63,Microbe_64,Microbe_65,Microbe_66,Microbe_67,Microbe_68,Microbe_69,Microbe_70,Microbe_71,Microbe_72,Microbe_73,Microbe_74,Microbe_75,Microbe_76,Microbe_77,Microbe_78,Microbe_79,Microbe_80,Microbe_81,Microbe_82,Microbe_83,Microbe_84,Microbe_85,Microbe_86,Microbe_87,Microbe_88,Microbe_89,Microbe_90,Microbe_91,Microbe_92,Microbe_93,Microbe_94,Microbe_95,Microbe_96,Microbe_97,Microbe_98,Microbe_99,Microbe_100,Microbe_101,Microbe_102,Microbe_103,Microbe_104,Microbe_105,Microbe_106,Microbe_107,Microbe_108,Microbe_109,Microbe_110,Microbe_111,Microbe_112,Microbe_113,Microbe_114,Microbe_115,Microbe_116,Microbe_117,Microbe_118,Microbe_119,Group
Patient_314,61,62,63,48,64,49,58,64,50,49,25,63,61,55,64,54,39,58,61,29,58,50,55,58,64,61,52,51,66,58,62,53,66,56,55,63,53,51,61,51,57,29,48,59,61,62,63,63,62,64,50,62,58,30,25,41,57,33,59,65,61,44,49,59,58,55,52,38,59,21,59,57,47,55,58,63,62,62,50,61,64,63,59,55,59,57,56,36,56,57,60,58,29,62,28,66,57,49,38,59,59,62,55,54,61,62,30,64,58,63,62,53,65,28,59,27,46,48,57,52,case
Patient_315,82,63,61,46,62,45,58,62,45,24,6,64,63,43,63,46,20,61,59,11,55,45,45,53,64,59,53,43,57,83,61,48,63,41,46,67,49,56,59,44,57,29,45,60,61,65,83,73,77,60,43,75,58,30,20,25,57,24,79,75,61,20,39,61,44,47,56,16,83,35,58,55,44,53,76,62,62,67,44,75,62,77,56,56,58,48,50,22,54,55,60,78,26,79,20,60,56,40,17,77,47,43,52,47,81,58,13,74,82,81,66,43,60,13,72,10,23,44,57,40,case
Patient_316,64,63,61,50,59,48,58,62,49,12,18,61,57,42,61,46,12,60,60,17,63,48,45,54,62,60,54,48,55,63,60,54,60,54,43,62,47,46,60,50,58,36,51,63,61,62,63,59,68,58,45,60,59,35,11,12,58,28,65,61,57,27,48,59,43,46,58,21,61,29,60,59,51,54,64,56,61,61,48,57,57,69,57,59,57,48,53,14,54,58,57,67,22,66,36,63,58,45,21,66,44,43,58,50,63,59,25,60,60,64,61,47,60,18,58,8,24,50,58,42,case
Patient_317,72,73,70,47,73,49,65,74,51,27,33,74,70,54,74,55,18,72,74,8,70,55,53,65,68,69,66,51,74,73,76,62,76,51,53,68,55,40,70,47,69,27,48,69,76,72,75,74,75,73,47,77,70,29,20,15,69,19,74,75,73,26,43,69,56,55,64,19,75,24,69,63,46,65,77,75,72,69,45,72,73,76,68,63,67,56,66,26,63,69,78,76,8,77,16,74,73,48,19,76,60,60,71,47,74,75,22,78,72,77,70,53,72,17,74,24,19,46,72,53,case
Patient_318,89,70,72,66,68,65,75,64,65,10,24,67,71,71,70,67,11,72,70,10,73,58,66,75,72,71,71,69,69,87,67,75,66,63,72,68,69,63,69,67,72,23,71,72,68,70,89,80,92,67,69,81,70,42,9,9,71,8,92,79,68,13,71,70,68,67,77,26,86,44,71,72,70,70,88,65,68,68,69,80,69,95,72,72,75,66,73,27,76,72,64,88,31,93,13,69,72,66,13,87,66,64,73,67,91,69,23,83,84,91,70,69,68,34,80,13,10,70,71,73,case
Patient_319,11,56,58,63,62,61,63,64,60,56,48,59,65,59,58,61,46,55,59,50,57,48,61,57,58,58,62,60,62,6,62,66,65,62,58,60,58,67,63,65,60,56,58,57,57,56,33,16,35,60,64,11,62,56,50,50,60,48,10,5,67,44,61,55,59,62,58,53,21,52,57,60,64,64,17,60,63,58,63,16,64,4,60,67,59,55,60,45,59,59,59,32,43,34,37,61,59,63,49,44,57,57,57,63,25,53,48,7,49,39,58,60,60,42,38,47,54,63,53,57,case
Patient_320,55,61,62,58,61,62,63,61,62,29,36,61,64,65,58,61,44,61,60,37,64,53,62,66,65,60,68,62,65,49,59,62,61,60,66,61,67,56,60,63,65,23,61,62,64,62,26,56,33,62,64,52,62,25,43,28,65,40,54,50,60,45,64,60,67,63,64,29,28,35,62,64,59,66,45,65,63,59,62,55,61,51,62,65,62,62,64,46,65,61,63,27,52,28,49,60,62,61,46,33,65,61,62,69,31,63,48,54,36,31,63,61,59,47,41,45,40,58,66,65,case
Patient_321,76,69,64,59,66,65,69,66,62,15,12,67,68,67,69,64,28,69,64,25,70,58,63,70,66,69,69,63,66,77,68,64,61,64,66,70,66,64,64,62,69,15,66,69,67,67,76,75,77,66,59,75,64,14,13,3,69,30,75,78,62,17,58,72,68,66,72,28,77,25,70,71,59,70,72,66,66,71,61,71,65,76,68,65,68,72,67,28,69,69,65,75,18,77,8,65,66,60,26,73,69,67,68,59,77,70,18,76,75,76,61,67,70,14,76,18,29,60,72,71,case
Patient_322,58,52,54,70,54,68,59,50,66,46,51,50,50,66,55,65,53,60,54,47,52,51,64,58,54,55,58,66,56,57,52,59,53,69,63,53,63,62,54,67,54,49,67,55,52,52,31,53,27,53,67,57,55,51,49,43,57,49,62,52,54,52,69,55,65,67,58,48,28,48,55,59,68,62,47,55,56,53,69,53,55,53,54,61,57,65,56,55,61,58,51,31,59,29,55,54,58,68,53,36,66,65,54,69,33,53,51,65,36,45,56,65,52,52,41,53,48,69,56,66,case
Patient_323,14,64,62,56,65,54,70,66,56,35,36,64,64,56,62,60,51,64,68,41,67,51,61,67,61,68,69,55,68,23,66,68,66,58,56,63,56,60,68,55,67,27,49,64,68,64,25,3,20,68,54,16,67,37,43,34,69,43,21,9,67,52,52,65,55,59,64,34,33,42,67,66,51,69,10,68,67,65,53,9,66,26,68,68,66,61,68,48,63,65,67,18,44,32,49,63,69,51,47,46,60,61,68,49,25,64,45,14,43,52,63,56,65,50,46,43,32,55,64,57,case
Patient_324,62,60,62,60,60,60,60,61,61,26,22,56,59,60,61,62,25,62,58,27,60,50,60,58,59,62,58,63,62,61,59,56,61,60,62,60,58,60,59,63,60,11,65,61,60,61,60,53,66,60,65,54,59,30,20,26,57,18,67,55,62,10,62,61,66,59,58,10,57,24,59,61,64,62,65,62,61,60,62,56,60,67,65,59,59,61,59,30,57,61,59,65,14,68,36,59,56,61,13,65,62,64,59,57,63,62,16,50,57,63,61,63,59,16,51,18,11,60,62,58,case
Patient_325,53,64,65,56,68,55,64,65,57,48,46,66,67,59,69,60,49,63,64,48,62,52,61,59,63,62,61,60,70,51,67,60,66,59,58,65,60,45,60,56,63,45,58,62,68,64,34,68,34,64,55,54,62,52,50,42,60,47,55,63,64,54,53,64,60,58,61,45,41,43,62,62,57,63,47,67,66,67,53,69,69,60,61,61,63,64,59,55,61,65,64,31,56,52,54,64,62,55,44,50,61,64,60,63,44,66,48,51,46,47,64,60,65,48,44,50,44,58,61,59,case
Patient_326,19,43,45,62,45,59,50,44,61,31,41,42,46,63,46,61,50,45,45,44,46,42,62,54,45,49,52,60,46,20,47,56,45,59,62,45,57,54,44,61,52,36,64,49,49,44,34,7,37,46,62,12,50,35,37,27,49,46,13,14,46,49,65,50,62,58,55,36,36,34,50,53,62,58,11,46,43,45,61,3,47,20,50,53,50,59,54,47,55,51,45,37,46,41,61,46,49,66,46,25,61,62,52,63,36,48,46,12,22,31,46,63,44,45,22,54,34,65,50,71,case
Patient_327,48,71,72,51,74,50,65,71,50,22,23,70,71,57,74,59,44,69,71,27,67,53,57,63,69,67,63,52,77,49,71,61,73,52,58,71,57,48,67,53,66,26,49,64,65,70,24,47,19,70,54,47,68,22,32,15,63,27,50,48,74,49,51,66,58,57,60,22,22,30,65,64,48,63,39,72,71,68,53,44,73,51,64,64,64,54,64,48,63,66,72,19,46,32,48,69,68,51,46,37,58,59,64,53,11,69,39,50,49,40,68,53,71,47,41,40,23,51,66,44,case
Patient_328,74,73,70,56,68,60,67,73,62,0,10,72,68,59,66,60,7,72,70,26,70,56,62,68,71,70,65,61,66,73,71,63,69,62,59,69,64,59,70,58,68,3,58,71,72,72,76,69,71,71,60,68,66,4,9,24,69,19,71,68,68,14,61,72,64,58,68,12,75,12,70,67,61,64,71,69,72,73,61,71,67,74,67,66,66,67,67,7,66,68,70,71,21,76,8,71,69,59,13,68,60,64,69,57,75,72,0,68,70,77,70,62,73,6,61,23,22,56,70,60,case
Patient_329,15,60,60,52,61,54,62,59,55,43,46,61,63,53,60,54,45,59,60,47,58,50,54,61,62,61,61,56,61,18,60,60,59,55,54,61,55,65,61,56,61,41,53,60,64,61,45,10,33,62,53,13,61,51,47,43,64,48,6,6,59,39,52,62,48,55,63,46,27,45,59,59,52,60,18,64,61,61,50,5,62,15,62,62,61,53,62,37,60,61,65,42,38,31,41,59,61,55,49,42,54,54,62,58,40,59,56,13,31,38,61,51,61,41,24,53,50,53,62,58,case
Patient_330,65,63,62,54,62,58,63,58,56,26,21,62,63,59,60,54,29,61,60,9,63,50,60,65,60,64,65,57,60,67,61,59,57,58,58,61,59,58,62,55,63,48,55,66,63,60,69,70,70,61,54,62,62,32,30,21,64,4,65,68,61,28,51,65,60,56,67,37,67,28,63,65,53,63,71,60,57,61,54,63,61,68,63,61,62,62,63,40,63,60,64,67,31,68,31,62,60,53,20,67,60,59,64,55,66,61,30,72,67,68,59,59,63,34,70,17,23,55,64,60,case
Patient_331,59,63,60,72,62,74,59,64,73,48,52,59,59,73,58,75,53,61,63,49,63,49,76,64,61,59,62,75,60,52,63,67,61,71,75,60,71,68,62,73,60,50,71,62,60,61,16,55,35,62,73,55,61,51,52,46,62,46,54,54,60,53,73,61,79,74,63,50,38,44,61,62,77,63,42,62,60,63,72,50,61,58,60,62,62,77,66,50,59,64,64,32,44,35,51,64,64,77,45,41,76,79,61,69,33,64,48,57,38,41,60,78,62,50,46,46,41,73,62,74,case
Patient_332,75,65,63,49,66,50,61,68,49,27,27,65,66,48,69,45,35,63,69,10,62,53,44,58,64,64,59,46,63,75,65,56,67,51,43,69,49,46,66,49,61,16,48,62,65,67,76,70,72,66,48,75,64,15,38,23,63,17,71,72,68,39,49,64,43,51,57,16,79,19,65,62,47,60,74,66,65,68,46,75,65,71,63,63,63,45,58,28,63,65,65,73,15,72,29,66,66,48,7,73,46,46,62,51,73,63,28,67,79,74,66,48,67,35,68,45,24,47,62,46,case
Patient_333,58,60,63,70,64,69,61,63,69,43,43,62,64,61,63,63,45,59,63,50,59,51,65,57,60,60,63,70,66,70,62,64,65,71,59,59,62,75,64,71,61,45,68,59,61,63,49,71,46,64,68,70,64,43,45,44,59,46,60,64,65,42,70,58,58,65,58,45,42,46,61,61,70,61,52,64,63,62,69,66,65,69,60,63,61,59,60,48,61,63,63,54,49,52,46,63,62,67,45,28,57,60,60,70,49,63,48,59,24,19,61,64,62,50,33,45,43,73,56,61,case
Patient_334,57,58,60,67,61,66,65,59,66,37,46,62,58,65,58,65,51,61,59,45,61,49,65,62,59,61,63,66,58,49,58,68,62,62,66,61,67,62,60,66,58,41,65,60,57,58,29,50,35,62,71,46,64,44,46,41,59,47,52,53,62,45,70,58,66,62,58,44,36,45,57,62,69,60,42,59,63,56,71,52,57,52,60,62,59,59,62,51,64,62,62,30,48,32,51,58,59,72,49,38,62,61,64,64,24,60,53,51,32,36,60,68,59,55,36,51,45,68,58,59,case
Patient_335,63,70,71,62,68,63,65,69,64,59,62,72,69,59,70,67,46,64,70,56,71,59,63,69,73,69,63,66,65,55,71,61,66,63,59,70,64,50,66,63,70,58,66,68,73,72,35,62,40,67,59,59,66,59,54,58,69,54,64,57,65,56,60,74,65,63,69,61,33,56,66,66,64,61,50,68,67,71,61,57,70,58,63,63,67,71,67,46,68,67,70,35,48,28,50,69,69,59,56,31,63,65,69,64,32,72,53,62,25,30,68,62,68,47,15,53,63,60,73,65,case
Patient_336,65,71,69,53,70,57,68,70,56,35,30,72,70,54,69,53,50,70,71,35,69,51,55,64,71,71,68,54,64,51,68,67,71,52,59,72,59,58,71,55,68,28,56,71,69,71,25,46,22,71,55,51,72,25,34,30,69,39,62,48,72,41,57,70,58,58,66,34,24,38,71,69,55,63,47,69,72,72,57,49,68,49,69,70,68,54,65,46,65,70,71,19,43,22,41,68,70,59,41,37,57,52,67,57,28,69,36,70,48,37,71,54,69,46,33,42,32,57,68,62,case
Patient_337,65,59,59,65,61,64,58,58,63,4,5,60,62,59,63,61,14,55,58,0,60,51,59,58,63,59,58,66,61,65,59,55,60,67,58,60,62,74,60,67,59,14,65,59,57,60,67,63,60,60,62,70,62,9,23,23,59,0,60,69,64,13,61,61,57,62,57,10,67,0,58,54,63,60,62,61,59,61,63,71,62,63,56,62,59,62,56,17,56,58,59,61,3,61,14,61,59,60,1,62,59,63,57,72,63,56,17,64,67,64,62,59,58,18,64,16,11,64,58,56,case
Patient_338,79,56,56,73,59,75,59,54,75,33,36,51,56,77,58,77,28,63,59,26,62,49,75,64,57,61,61,73,59,77,59,63,58,75,78,58,77,67,55,71,62,24,76,58,61,59,77,78,73,58,75,78,59,17,27,17,60,21,75,77,57,18,77,62,79,77,62,15,82,27,61,63,72,64,74,59,58,57,74,79,56,75,57,57,59,75,66,25,67,63,58,70,15,75,42,61,60,78,24,72,76,79,60,77,77,59,30,77,80,79,56,79,58,30,77,20,22,72,65,83,case
Patient_339,70,58,61,53,60,52,53,57,56,14,20,57,62,53,62,51,21,57,59,23,58,46,53,55,60,58,53,54,55,67,58,51,59,53,52,60,54,47,58,52,59,38,55,55,58,62,72,66,67,57,49,66,57,31,40,0,54,10,67,69,59,24,50,58,49,53,57,37,72,45,59,51,51,54,64,60,61,60,52,66,59,70,55,55,59,55,51,21,58,57,58,68,36,70,22,59,57,51,32,66,55,52,57,55,68,58,16,68,70,74,63,50,60,19,64,16,18,52,58,56,case
Patient_340,69,67,68,50,70,52,62,67,51,31,32,66,70,64,65,61,22,71,71,14,68,51,59,60,66,65,61,51,71,69,70,55,71,52,61,66,56,55,66,49,66,28,48,63,73,69,70,69,64,70,49,74,63,23,37,22,64,23,66,72,69,21,43,67,64,58,59,41,70,26,64,60,44,61,69,71,74,71,47,70,68,67,63,57,67,65,59,26,60,69,74,68,44,68,25,68,68,49,40,68,70,63,65,56,68,70,20,68,69,69,67,56,65,32,69,28,39,48,67,68,case
Patient_341,71,53,55,67,55,67,61,53,65,22,21,56,56,65,52,61,8,56,55,4,56,52,63,62,53,56,59,65,56,72,54,65,53,64,66,52,65,66,54,69,56,23,64,59,55,57,66,64,65,54,65,63,57,5,18,18,57,17,72,64,53,13,69,56,64,66,58,8,69,24,58,61,66,60,72,54,53,52,65,71,59,70,58,61,59,62,63,3,59,54,58,72,23,71,16,53,59,63,21,73,59,62,59,68,70,55,13,59,67,67,54,64,53,32,59,10,25,68,56,62,case
Patient_342,18,68,66,62,68,65,62,69,62,38,32,67,66,62,67,62,42,59,69,39,62,55,60,60,68,64,61,66,63,12,67,62,68,68,58,66,58,59,66,66,62,30,61,61,66,67,29,17,29,70,63,23,66,41,41,33,63,41,16,30,67,39,68,62,62,60,56,36,36,38,67,61,65,61,16,67,66,70,64,16,71,13,60,64,63,61,61,45,59,62,68,32,43,33,51,69,65,67,38,31,60,62,62,64,27,67,46,28,29,37,69,61,71,49,26,45,28,64,61,60,case
Patient_343,81,61,58,44,58,45,59,59,44,11,5,60,55,51,60,48,17,61,56,17,60,45,50,59,61,60,55,48,58,81,58,58,56,47,47,61,52,39,57,44,58,38,45,63,62,58,82,73,83,55,47,72,55,34,7,15,58,0,82,73,55,26,42,62,51,49,61,31,77,26,58,60,43,55,82,58,57,58,45,74,56,85,61,57,56,49,53,14,53,55,56,81,22,85,11,57,56,43,29,82,51,51,59,42,83,58,20,74,78,85,52,52,55,9,73,9,8,43,63,45,case
Patient_344,55,69,70,62,69,63,70,68,64,62,56,66,68,64,68,68,43,70,69,50,69,59,67,66,70,70,66,61,69,59,67,64,66,64,66,67,66,61,65,66,70,58,66,67,67,71,42,60,43,69,64,57,66,59,39,55,67,48,56,58,69,48,61,69,68,67,68,57,43,52,67,67,62,69,47,69,67,66,63,59,67,54,65,68,68,67,62,46,67,63,67,30,52,28,48,69,66,61,46,33,68,68,66,66,38,70,47,55,33,42,67,65,67,45,23,48,60,63,71,74,case
Patient_345,66,69,68,61,68,64,65,69,63,13,15,69,67,66,69,64,14,71,69,0,69,57,64,67,69,70,67,65,68,65,68,60,67,62,64,71,65,63,67,61,70,4,65,69,73,70,64,53,69,71,60,57,66,16,29,17,70,14,72,55,68,12,58,74,65,63,65,9,62,0,70,69,61,69,71,69,67,71,60,58,68,73,68,66,68,69,66,24,61,70,70,72,16,72,22,65,66,59,12,70,69,65,67,56,67,70,15,51,61,68,68,63,65,25,46,22,19,58,72,58,case
Patient_346,77,64,67,66,64,67,63,66,66,17,16,63,66,64,64,68,12,68,66,9,64,52,66,61,66,67,64,66,59,73,66,59,68,63,64,65,66,64,66,63,65,34,66,65,63,64,77,55,79,67,67,54,64,37,0,11,63,2,78,56,68,9,63,63,66,66,59,36,69,19,61,63,70,62,77,67,66,67,62,56,64,80,66,62,64,66,61,20,59,66,64,74,23,81,21,63,62,66,19,75,66,65,62,70,79,62,14,53,70,80,68,64,65,14,50,7,12,64,63,60,case
Patient_347,51,63,65,49,63,48,54,58,50,42,39,62,62,51,64,53,42,63,61,41,60,48,48,56,63,57,56,50,64,58,62,51,63,47,48,63,55,42,59,52,58,38,52,56,63,64,31,60,34,60,46,60,56,44,47,40,53,39,54,51,61,40,42,60,48,50,56,41,24,42,59,53,48,57,43,64,65,64,44,53,62,55,57,55,61,55,52,42,54,61,60,30,42,37,43,61,57,47,49,22,57,53,57,55,25,62,45,55,21,25,63,49,58,45,15,47,38,49,60,46,case
Patient_348,70,57,61,76,58,74,60,59,72,6,16,58,59,71,60,73,10,59,58,0,59,53,74,60,57,57,59,70,62,70,60,62,62,70,70,57,70,69,59,72,61,18,72,57,58,59,69,65,67,59,77,65,60,14,19,3,56,11,71,61,59,16,77,58,71,73,60,27,72,18,60,58,74,60,69,59,60,57,74,67,61,67,60,61,60,70,61,18,58,59,61,71,11,69,13,60,59,73,21,70,68,72,59,75,70,57,7,64,69,67,59,70,58,20,64,12,11,76,57,70,case
Patient_349,51,63,62,59,61,59,66,61,58,32,27,63,62,59,62,59,48,61,62,42,63,48,58,61,63,63,65,61,63,56,60,66,62,57,58,59,56,63,62,56,63,43,64,62,60,61,25,55,20,62,61,55,63,29,41,33,63,42,57,54,61,54,63,61,52,58,67,36,27,35,60,63,63,61,44,63,63,61,56,51,61,58,63,65,64,57,63,47,64,63,59,17,48,37,50,58,62,60,45,45,51,54,62,58,34,58,43,54,44,50,64,57,61,49,41,45,37,61,59,56,case
Patient_350,53,65,66,53,70,54,68,64,52,52,50,66,70,60,67,59,51,68,69,50,68,52,58,68,61,69,66,57,70,60,70,70,72,52,54,63,61,56,67,53,66,53,52,64,69,67,41,65,41,66,55,60,69,56,53,50,66,52,53,62,70,50,55,66,56,60,69,58,36,56,68,67,55,63,50,70,69,65,52,65,70,65,69,68,71,54,67,42,68,72,67,41,44,38,55,67,70,52,41,31,62,59,69,54,35,66,48,57,22,36,65,57,64,45,35,45,53,54,64,60,case
Patient_351,52,67,68,57,63,56,67,65,55,44,43,66,67,64,70,59,52,68,68,51,69,60,59,66,67,69,65,57,62,50,66,65,65,55,62,65,58,58,68,59,66,43,61,68,72,68,45,60,39,69,59,55,69,48,49,40,66,46,56,56,65,48,58,71,58,58,67,45,48,46,72,69,55,62,49,68,63,65,54,57,66,51,69,65,69,56,65,48,66,67,66,47,47,46,49,66,71,58,53,41,60,62,68,58,56,68,51,52,31,39,67,57,66,52,42,59,44,60,68,69,case
Patient_352,93,57,58,69,56,69,60,54,71,30,36,55,55,71,57,71,36,61,55,23,62,54,73,67,56,60,64,70,60,92,58,64,56,67,72,57,69,77,57,71,64,5,72,63,61,57,86,74,96,57,69,75,60,5,23,29,61,4,98,73,56,25,73,63,69,73,64,17,84,10,61,64,71,66,102,59,56,53,70,78,56,98,64,63,62,70,66,22,63,61,58,97,2,98,20,58,62,70,5,100,71,73,63,69,93,61,25,66,86,90,54,71,55,17,70,32,27,71,65,68,case
Patient_353,83,64,61,54,64,57,62,61,57,17,24,65,66,56,66,63,21,58,62,30,62,50,60,63,64,61,61,59,64,80,63,54,61,58,57,66,68,46,58,57,62,13,59,60,65,62,81,63,82,61,54,64,61,21,0,27,61,17,83,62,62,20,48,62,61,62,63,6,80,14,58,57,54,63,81,65,64,64,54,65,63,81,57,60,61,61,59,0,63,61,63,82,19,83,9,64,59,52,14,82,59,63,59,63,81,64,18,59,80,84,60,59,62,13,60,6,17,53,65,60,case
Patient_354,54,58,58,65,61,69,63,59,65,45,49,59,61,69,62,68,41,61,60,44,63,49,67,66,57,62,63,65,62,49,63,60,60,69,66,62,67,55,62,63,64,47,66,60,65,57,53,52,59,59,64,55,62,47,50,43,64,47,57,52,58,38,65,62,67,72,66,46,46,48,61,61,67,66,47,60,60,58,63,52,58,53,64,62,59,74,63,39,63,62,62,47,40,48,42,59,63,64,48,52,69,70,62,69,47,62,49,56,42,47,58,66,60,42,48,46,47,62,63,65,case
Patient_355,72,53,54,52,54,51,50,52,50,9,26,53,52,49,51,51,6,54,51,21,52,40,50,52,50,49,49,51,53,73,56,45,54,48,46,53,50,45,53,51,49,18,50,50,52,52,69,66,73,52,50,66,50,17,10,33,50,8,77,63,52,3,51,53,47,50,50,11,67,21,49,47,51,51,77,56,53,54,48,68,53,73,52,51,53,53,48,22,45,52,53,77,22,74,24,53,52,48,28,79,52,49,49,52,73,51,15,61,70,69,50,49,51,21,65,14,23,50,51,42,case
Patient_356,85,64,60,53,62,55,63,64,53,28,5,60,64,56,64,57,5,63,67,19,62,49,54,59,59,63,63,54,66,82,61,63,63,52,58,62,56,43,60,53,63,12,50,62,62,61,83,81,82,61,52,79,64,3,10,22,63,26,82,80,65,25,53,62,56,56,63,13,85,17,63,60,52,60,80,62,62,61,52,80,64,82,59,62,61,53,64,5,65,64,64,78,9,83,23,62,63,56,26,81,55,55,63,53,86,62,25,76,81,84,62,57,65,18,76,21,23,51,63,60,case
Patient_357,68,59,59,63,61,58,61,58,60,39,26,58,58,59,59,63,17,60,59,26,61,47,63,60,57,60,64,59,59,71,59,64,60,60,62,57,58,64,60,64,61,32,57,63,60,59,72,93,63,62,65,98,65,31,18,46,61,35,65,94,63,36,63,62,61,64,61,25,76,20,63,62,62,62,65,58,53,54,61,93,58,61,63,61,59,59,65,29,61,58,61,66,37,64,33,61,59,62,31,65,63,65,65,59,67,56,32,95,76,67,55,62,56,25,95,36,40,63,62,48,case
Patient_358,57,55,57,56,62,56,58,57,57,39,41,57,57,60,57,60,41,59,59,46,57,46,56,51,55,55,55,55,56,58,57,56,59,56,63,57,54,48,58,58,56,44,57,56,56,57,27,58,20,57,54,62,56,42,44,46,51,40,58,55,61,41,55,56,61,60,54,43,20,43,55,55,54,56,50,57,56,58,57,58,57,64,55,55,57,61,58,43,54,57,51,28,44,19,41,57,55,55,45,41,60,64,53,57,19,52,44,59,39,48,56,57,55,41,41,45,42,56,54,55,case
Patient_359,51,69,71,52,70,51,67,68,49,45,49,69,66,53,69,54,37,64,67,47,66,53,54,61,67,67,64,55,66,59,68,59,69,53,50,70,56,54,67,51,63,48,46,67,66,68,30,58,38,67,51,60,68,50,47,42,63,43,48,57,69,46,47,67,55,53,61,47,33,43,66,67,50,59,45,67,71,70,50,54,65,52,67,64,64,59,58,49,59,66,66,27,49,32,50,66,63,49,48,30,56,54,65,47,28,64,50,52,35,37,69,58,65,51,34,47,42,51,65,41,case
Patient_360,11,54,53,69,58,69,57,55,69,54,49,53,55,73,52,69,43,56,56,42,56,48,70,59,54,55,56,70,57,12,58,55,57,66,72,56,68,63,56,68,56,51,67,54,56,52,15,20,22,56,69,18,57,48,44,46,58,43,7,23,56,45,71,54,71,72,57,49,27,48,55,57,71,60,13,59,58,56,69,15,56,15,55,57,55,70,59,48,59,57,59,15,37,28,43,59,56,74,46,37,74,72,55,71,21,56,39,18,20,23,56,69,55,46,27,41,42,66,54,74,case
Patient_361,71,63,59,54,62,54,62,60,53,19,29,60,61,54,61,58,12,59,62,3,62,50,59,61,60,60,60,54,62,69,61,62,63,54,59,60,61,54,61,52,57,7,51,60,61,60,75,66,71,61,56,68,61,10,8,36,61,28,73,70,62,15,54,59,61,57,59,0,67,5,57,61,53,59,70,62,63,62,51,65,61,73,60,58,60,57,61,2,58,61,62,69,33,76,8,61,59,53,22,69,59,57,58,52,72,58,9,69,69,75,61,57,62,17,65,17,14,52,59,51,case
Patient_362,60,60,61,64,64,67,62,62,63,44,42,60,62,73,61,69,48,61,61,38,61,52,72,64,59,61,62,69,62,52,62,64,63,60,73,61,65,69,62,65,63,45,65,62,64,62,22,59,16,61,69,57,61,43,43,47,63,39,53,56,62,43,67,63,73,70,62,44,19,47,63,62,63,66,51,64,60,59,62,56,62,56,63,61,62,68,65,46,61,62,64,18,44,13,46,61,65,69,45,52,74,70,65,62,21,62,41,59,62,42,58,70,59,48,45,40,42,66,64,76,case
Patient_363,59,53,55,62,53,65,56,47,61,45,43,50,54,72,52,69,42,56,50,53,53,49,67,62,52,55,60,65,51,50,51,63,51,61,69,52,70,57,55,61,56,45,63,56,54,51,49,42,36,51,65,50,56,43,52,54,59,52,55,42,51,46,60,58,74,70,61,48,50,49,58,59,61,63,44,55,50,47,60,43,56,50,58,60,58,70,62,46,60,56,52,41,44,33,41,54,60,63,48,25,71,69,57,63,40,53,50,61,20,20,48,68,49,43,18,45,46,62,59,71,case
Patient_364,87,67,67,54,65,58,63,66,55,17,12,67,68,54,67,57,21,67,67,5,64,52,57,60,69,65,63,56,64,87,64,57,66,53,53,69,58,61,61,56,68,36,56,65,65,67,89,55,93,66,55,58,63,35,18,21,64,2,95,57,64,29,56,66,54,58,63,25,81,39,65,60,56,59,95,69,68,68,53,55,64,99,60,62,65,57,60,33,62,65,64,93,20,98,35,62,64,49,38,92,55,57,64,60,90,65,32,53,82,92,71,54,67,19,50,18,19,54,68,57,case
Patient_365,62,70,71,54,68,57,72,74,56,6,10,73,69,64,71,62,9,70,72,9,74,58,60,68,66,76,71,58,73,62,70,70,70,57,64,70,62,61,75,54,71,34,55,74,73,72,62,61,58,74,56,62,72,30,11,10,71,6,60,61,69,6,55,74,61,63,70,25,66,18,76,72,54,69,61,69,70,69,51,64,70,62,74,70,72,65,73,19,69,71,72,60,12,60,20,69,78,53,25,62,62,66,75,50,61,74,36,54,62,63,65,62,71,26,57,7,28,53,71,64,case
Patient_366,76,59,64,60,61,61,51,59,63,4,11,62,62,57,61,62,12,62,58,3,61,50,60,56,63,58,57,59,59,75,59,54,62,60,57,64,59,55,61,59,56,20,61,57,59,60,73,69,75,61,60,71,57,31,23,12,58,16,73,69,60,11,65,58,60,59,56,15,72,23,58,56,56,58,77,61,63,61,62,71,59,76,56,56,60,63,56,20,56,56,61,74,23,77,20,61,54,61,25,75,61,60,56,69,76,63,3,67,72,77,63,59,62,3,65,0,0,63,58,59,case
